Date,Open,High,Low,Close,Volume
2000-07-31,0.784063,0.911983,0.705421,0.764651,6820114228
2000-08-31,0.75716,0.925387,0.665508,0.916909,6688757295
2000-09-30,0.922725,0.964805,0.381959,0.387655,17228305992
2000-10-31,0.401786,0.402694,0.263326,0.29433,25997206857
2000-11-30,0.292416,0.346077,0.242592,0.248307,10073775571
2000-12-31,0.255826,0.263326,0.205013,0.223836,10513589913
2001-01-31,0.223836,0.33853,0.217312,0.325284,16270023189
2001-02-28,0.311448,0.330182,0.270875,0.274452,8335618757
2001-03-31,0.267858,0.35752,0.258823,0.332204,12816039733
2001-04-30,0.332204,0.408098,0.282288,0.383398,13243193424
2001-05-31,0.382512,0.401786,0.290517,0.300055,8863338861
2001-06-30,0.302767,0.377703,0.291325,0.349724,9064890211
2001-07-31,0.355736,0.379459,0.268784,0.282602,10271645022
2001-08-31,0.286181,0.299444,0.260024,0.27927,6087386930
2001-09-30,0.278324,0.287076,0.22085,0.23324,6564664413
2001-10-31,0.23324,0.292121,0.223256,0.264241,8953311698
2001-11-30,0.265337,0.324467,0.259373,0.320505,6372670188
2001-12-31,0.316918,0.361738,0.302194,0.329571,5494569867
2002-01-31,0.331896,0.372214,0.30445,0.371908,10105822540
2002-02-28,0.37989,0.39086,0.315092,0.326554,9301246023
2002-03-31,0.329836,0.380678,0.328329,0.356289,6311952666
2002-04-30,0.351794,0.393865,0.346077,0.365088,7622450583
2002-05-31,0.365356,0.39086,0.333139,0.350593,7092344760
2002-06-30,0.35211,0.352712,0.240434,0.266578,10334442471
2002-07-31,0.266578,0.282602,0.207606,0.229585,9634719122
2002-08-31,0.227277,0.244395,0.210395,0.222121,6113884152
2002-09-30,0.218181,0.228438,0.211608,0.218181,6280211843
2002-10-31,0.219373,0.247352,0.200984,0.24192,7846272410
2002-11-30,0.23988,0.261502,0.225689,0.23324,5378126237
2002-12-31,0.239201,0.242264,0.20729,0.215794,5376604589
2003-01-31,0.216091,0.231445,0.204057,0.216091,7175033435
2003-02-28,0.217017,0.230174,0.207606,0.225689,4882745551
2003-03-31,0.225689,0.228145,0.211311,0.212711,4780803600
2003-04-30,0.213627,0.224762,0.191416,0.213923,9254139407
2003-05-31,0.214218,0.285913,0.210709,0.269989,12851932555
2003-06-30,0.272324,0.296449,0.250081,0.286761,7262077649
2003-07-31,0.28408,0.324792,0.278631,0.317232,6184163989
2003-08-31,0.315981,0.34395,0.292121,0.340123,5111929598
2003-09-30,0.340943,0.350887,0.30304,0.311793,6354511783
2003-10-31,0.311793,0.37642,0.303917,0.344589,8357407790
2003-11-30,0.343359,0.350593,0.298803,0.31477,5909843297
2003-12-31,0.316541,0.329571,0.289569,0.321657,6491322704
2004-01-31,0.324467,0.373742,0.318709,0.339524,9408437110
2004-02-29,0.337879,0.362625,0.326554,0.359856,5841308915
2004-03-31,0.362369,0.423382,0.355106,0.406903,13774078198
2004-04-30,0.404725,0.445083,0.383398,0.387913,10588022190
2004-05-31,0.391156,0.433069,0.383684,0.422169,6294140253
2004-06-30,0.41801,0.514137,0.415301,0.489607,9764525125
2004-07-31,0.482717,0.505956,0.432448,0.486631,11509656929
2004-08-31,0.470073,0.529412,0.446916,0.519063,9509925997
2004-09-30,0.516008,0.591103,0.514137,0.583219,9110776454
2004-10-31,0.58854,0.80062,0.566465,0.7884,19133476224
2004-11-30,0.789977,1.04662,0.782882,1.00886,20706535594
2004-12-31,1.00886,1.02254,0.926962,0.969045,18974204754
2005-01-31,0.975842,1.17215,0.942039,1.15711,30598490704
2005-02-28,1.15923,1.36739,1.15223,1.35003,25486630939
2005-03-31,1.35704,1.35743,1.16861,1.25396,17437656706
2005-04-30,1.26677,1.33773,1.02304,1.08503,23081870494
2005-05-31,1.09085,1.23197,0.996336,1.19658,15317079749
2005-06-30,1.20074,1.22665,1.06888,1.10769,13490950899
2005-07-31,1.10838,1.33565,1.09213,1.28331,12099486283
2005-08-31,1.28185,1.4544,1.2646,1.41113,11215375984
2005-09-30,1.41441,1.64204,1.38698,1.61326,14637631999
2005-10-31,1.62992,1.74474,1.4405,1.73319,22111738779
2005-11-30,1.72315,2.13844,1.71151,2.04115,15951306139
2005-12-31,2.073,2.27139,2.07055,2.16347,15470174797
2006-01-31,2.17913,2.60024,2.13233,2.27287,25931966159
2006-02-28,2.25679,2.30045,1.89285,2.06108,22240544588
2006-03-31,2.07636,2.1065,1.73547,1.88752,27492230982
2006-04-30,1.91571,2.1683,1.83727,2.11823,23851670248
2006-05-31,2.12957,2.22121,1.76623,1.79873,18504721317
2006-06-30,1.8011,1.89887,1.66756,1.72345,21273342268
2006-07-31,1.7257,2.06511,1.5094,2.04543,20740901337
2006-08-31,2.02295,2.10669,1.88331,2.04214,21216600092
2006-09-30,2.06049,2.34096,2.04115,2.31672,21029298792
2006-10-31,2.25709,2.48604,2.18466,2.44031,17048217538
2006-11-30,2.44098,2.80307,2.34115,2.75902,16407530882
2006-12-31,2.76324,2.77844,2.31072,2.55286,20047267058
2007-01-31,2.59652,2.9433,2.46404,2.57974,32231571486
2007-02-28,2.59214,2.73318,2.4939,2.54577,16281765852
2007-03-31,2.52771,2.91383,2.51981,2.79607,18889676740
2007-04-30,2.83293,3.08481,2.69662,3.00341,15977292622
2007-05-31,2.99681,3.67523,2.96626,3.64715,20606680235
2007-06-30,3.64418,3.83982,3.47231,3.67208,27619751638
2007-07-31,3.64477,4.48135,3.58959,3.96516,28482811208
2007-08-31,4.02134,4.20375,3.35917,4.16651,28860435370
2007-09-30,4.21292,4.66417,3.91156,4.61806,24791622884
2007-10-31,4.65322,5.72153,4.60269,5.71657,27497479451
2007-11-30,5.67561,5.7981,4.5334,5.48342,31055426996
2007-12-31,5.47062,6.10802,5.32691,5.9615,20440179378
2008-01-31,6.00337,6.02643,3.79586,4.07407,41651779562
2008-02-29,4.10125,4.10983,3.47378,3.76205,29442850707
2008-03-31,3.74364,4.38588,3.55106,4.31855,27199366219
2008-04-30,4.40262,5.41681,4.32222,5.23449,27013851050
2008-05-31,5.26522,5.78519,5.17635,5.68011,21492463884
2008-06-30,5.67293,5.71657,4.94043,5.03955,23093441522
2008-07-31,4.93715,5.44427,4.41002,4.78342,23309841076
2008-08-31,4.81319,5.4311,4.60229,5.10124,15520904231
2008-09-30,5.19271,5.22099,3.02737,3.42029,28538936475
2008-10-31,3.36666,3.50306,2.55826,3.23826,48957301585
2008-11-30,3.18739,3.364,2.38207,2.78857,28025681904
2008-12-31,2.74817,3.11793,2.54418,2.56882,23981229559
2009-01-31,2.57543,2.92319,2.35338,2.7124,21371703885
2009-02-28,2.67858,3.09989,2.60389,2.68804,16171626789
2009-03-31,2.64854,3.30951,2.47745,3.16346,18288387410
2009-04-30,3.13144,3.82848,3.12641,3.78611,13988167043
2009-05-31,3.78611,4.08983,3.59174,4.08688,11200245293
2009-06-30,4.10323,4.40559,3.99886,4.28615,15001981130
2009-07-31,4.31895,4.96494,4.04479,4.91696,12935620912
2009-08-31,4.96941,5.19073,4.79772,5.0623,9667099256
2009-09-30,5.05601,5.68457,4.93943,5.57775,11821941880
2009-10-31,5.58195,6.28138,5.43818,5.67293,15300685134
2009-11-30,5.71266,6.25893,5.58494,6.01559,9997180930
2009-12-31,6.08636,6.43839,5.67816,6.3413,13484001282
2010-01-31,6.42488,6.48813,5.72496,5.77948,17935305488
2010-02-28,5.79563,6.17417,5.74351,6.15751,12754559768
2010-03-31,6.1914,7.14696,6.18303,7.07215,14383745696
2010-04-30,7.15187,8.19946,7.00465,7.85731,14630480326
2010-05-31,7.95724,8.06169,5.99597,7.73007,21414708486
2010-06-30,7.81551,8.39655,7.28848,7.56945,19720716593
2010-07-31,7.6471,8.00562,7.21092,7.74159,18543130217
2010-08-31,7.83739,7.95348,7.0892,7.31585,11358043717
2010-09-30,7.44852,8.86873,7.41196,8.53896,14038941674
2010-10-31,8.61642,9.59978,8.3589,9.05753,14424455358
2010-11-30,9.10741,9.66874,8.96037,9.36423,11252091702
2010-12-31,9.49925,9.83036,9.47757,9.70719,8254523097
2011-01-31,9.77419,10.4896,9.77419,10.211,12818406430
2011-02-28,10.2788,10.9815,10.1624,10.6296,11003594001
2011-03-31,10.6908,10.8838,9.81756,10.4866,13396977937
2011-04-30,10.5656,10.6869,9.63525,10.5361,10941275235
2011-05-31,10.5232,10.5872,9.91313,10.4682,8194447119
2011-06-30,10.5044,10.5961,9.34453,10.1014,10974909896
2011-07-31,10.1102,12.1719,10.0579,11.7512,12608207762
2011-08-31,11.9766,12.0222,10.6236,11.5816,19078277604
2011-09-30,11.6131,12.7267,11.0289,11.4742,14189186631
2011-10-31,11.4474,12.8401,10.6602,12.1809,15553754532
2011-11-30,11.9629,12.2775,10.9341,11.502,10629141605
2011-12-31,11.5085,12.3118,11.3656,12.1866,7469117396
2012-01-31,12.3345,13.79,12.3088,13.7379,8133448853
2012-02-29,13.7959,16.4806,13.6621,16.3249,13482026899
2012-03-31,16.4925,18.7018,15.5344,18.0416,18315778065
2012-04-30,18.1097,19.3789,16.7013,17.5735,18275883116
2012-05-31,17.602,17.9589,15.7149,17.3842,13037793172
2012-06-30,17.128,17.7556,16.5051,17.5745,9258700360
2012-07-31,17.5962,18.6546,17.1547,18.3817,10564929302
2012-08-31,18.5352,20.5782,18.0631,20.1044,9777507315
2012-09-30,20.1189,21.3075,19.8262,20.1615,10864016831
2012-10-31,20.2846,20.4553,17.7636,17.9933,14341179521
2012-11-30,18.08,18.2229,15.3541,17.7715,15213158902
2012-12-31,18.0229,18.0515,15.2171,16.1564,14258243330
2013-01-31,16.8135,16.8492,13.2067,13.8287,15422493897
2013-02-28,13.9388,14.8072,13.3655,13.4798,10934057946
2013-03-31,13.3764,14.351,12.7947,13.5171,10730729632
2013-04-30,13.5023,13.596,11.76,13.52,12812875705
2013-05-31,13.5714,14.2326,12.8755,13.8247,10996189787
2013-06-30,13.855,13.9695,12.0242,12.2606,8156180408
2013-07-31,12.3789,14.0602,12.3335,13.9105,7594096981
2013-08-31,14.0059,15.8951,13.9329,15.163,9304084556
2013-09-30,15.2584,15.7178,13.8386,14.8377,9953940718
2013-10-31,14.8033,16.6865,14.7984,16.2686,9029690643
2013-11-30,16.2264,17.3764,15.9474,17.3074,5996930175
2013-12-31,17.3667,17.9006,16.7683,17.4591,8091313236
2014-01-31,17.2947,17.4345,15.361,15.5799,10099757347
2014-02-28,15.6439,17.258,15.5394,16.4777,6726068458
2014-03-31,16.3761,17.1892,16.3712,16.8037,5710499810
2014-04-30,16.8363,18.7669,16.0095,18.4753,7334209643
2014-05-31,18.5352,20.2827,18.2711,19.9308,6511911123
2014-06-30,19.9602,20.9497,19.5997,20.4805,5474433120
2014-07-31,20.6108,21.9167,20.4027,21.0709,4693578837
2014-08-31,20.9152,22.7927,20.6589,22.7029,4210750895
2014-09-30,22.8271,22.9767,21.2917,22.3176,6887948498
2014-10-31,22.2812,23.9297,21.0828,23.9201,6138104573
2014-11-30,23.9734,26.6312,23.8599,26.4608,3688802990
2014-12-31,26.428,26.5277,23.6381,24.5577,4824324994
2015-01-31,24.7765,26.6893,23.2735,26.0655,6162193334
2015-02-28,26.2616,29.835,25.8223,28.6861,5088151335
2015-03-31,28.8653,29.0988,27.1604,27.7872,5098614449
2015-04-30,27.8731,30.05,27.4886,27.948,4459677984
2015-05-31,28.1607,29.8173,27.5537,29.2103,4256540026
2015-06-30,29.4261,29.4693,27.9153,28.1261,3917200510
2015-07-31,28.4573,29.8173,26.7347,27.1999,4718850535
2015-08-31,27.2462,27.4867,20.724,25.4001,7139965349
2015-09-30,24.8159,26.3326,24.1822,24.8504,5355366999
2015-10-31,24.5735,27.3073,24.1704,26.9219,4943521742
2015-11-30,27.0058,27.8895,25.1116,26.7663,3320006355
2015-12-31,26.8688,27.117,23.713,23.8177,4055542883
2016-01-31,23.2143,23.9487,20.9026,22.0199,5386182137
2016-02-29,21.8249,22.4951,21.0621,21.9925,3367867906
2016-03-31,22.2111,25.1174,22.1589,24.7912,3183266390
2016-04-30,24.7419,25.5657,21.0444,21.3214,3580193533
2016-05-31,21.3725,23.0537,20.4755,22.8527,3748310750
2016-06-30,22.6597,23.3161,20.9399,21.879,3137401430
2016-07-31,21.8534,23.9278,21.5973,23.85,2758794799
2016-08-31,23.8955,25.3629,23.8039,24.4157,2525583598
2016-09-30,24.4256,26.7317,23.5909,26.0094,3988604452
2016-10-31,25.9334,27.3103,25.8359,26.1227,2821412499
2016-11-30,26.1029,26.1799,24.0668,25.5598,3010438938
2016-12-31,25.5236,27.2944,25.0377,26.7858,2486282795
2017-01-31,26.7811,28.3175,26.5337,28.0669,2282260934
2017-02-28,29.3767,31.9304,29.3708,31.8198,2343227485
2017-03-31,32.0287,33.5642,31.8357,33.3669,2316512542
2017-04-30,33.3789,33.7859,32.5313,33.365,1565340667
2017-05-31,33.7021,36.5376,33.5099,35.6259,2801389036
2017-06-30,35.7255,36.3807,33.165,33.5917,2926926276
2017-07-31,33.7879,35.9135,33.2154,34.6857,1799710434
2017-08-31,34.7745,38.5183,34.6136,38.3982,2808118979
2017-09-30,38.5844,38.6187,34.9261,36.085,2895829903
2017-10-31,36.1186,39.7206,35.6987,39.5847,2150895249
2017-11-30,39.775,41.2677,38.7006,40.3809,2553866564
2017-12-31,39.9346,41.6353,39.1107,39.767,2251199056
2018-01-31,39.9866,42.3232,38.7026,39.3463,2797305035
2018-02-28,39.2849,42.617,35.4495,42.0326,3922760430
2018-03-31,42.1292,43.3,38.9223,39.5915,3024899741
2018-04-30,39.616,42.2218,37.8994,38.9953,2823984584
2018-05-31,39.2654,45.0177,38.9983,44.2608,2627106498
2018-06-30,44.5249,46.0001,42.8053,43.8459,2227573083
2018-07-31,43.5384,46.4172,43.4457,45.071,1662766357
2018-08-31,47.1679,54.4017,46.7314,54.1049,2950185744
2018-09-30,54.2951,54.5918,51.1741,53.6576,2856528536
2018-10-31,54.1837,55.4946,48.9863,52.0227,3322578514
2018-11-30,52.066,52.8505,40.6104,42.5943,4034463216
2018-12-31,43.9967,44.112,34.9656,37.6255,3768717589
2019-01-31,36.9473,40.31,33.8697,39.7009,3471813233
2019-02-28,39.8249,42.1322,39.5798,41.4787,1975539856
2019-03-31,41.7458,47.3532,40.6028,45.4996,2717590029
2019-04-30,45.9065,49.9373,45.1281,48.0687,2112841832
2019-05-31,50.2753,51.5771,42.0819,42.0996,3079103262
2019-06-30,42.2288,48.472,40.9437,47.5918,2142583752
2019-07-31,48.8532,53.2339,47.711,51.2283,1970993457
2019-08-31,51.4351,52.4288,46.3087,50.3886,2835535329
2019-09-30,49.828,54.6549,49.2977,54.0608,2267831055
2019-10-31,54.3307,60.283,51.93,60.0455,2579552358
2019-11-30,60.2329,64.8853,60.1422,64.7028,1855121842
2019-12-31,64.7078,71.1699,62.0463,71.0911,2473607499
2020-01-31,71.7196,79.3732,70.8782,74.9374,3035932971
2020-02-29,73.6741,79.4106,62.2156,66.3379,3113332725
2020-03-31,68.5012,73.7726,51.5968,61.709,6470817481
2020-04-30,59.8207,71.4746,57.4892,71.299,3364653268
2020-05-31,69.4679,78.9001,69.3704,77.3669,2885671011
2020-06-30,77.3204,90.6149,77.1885,88.7671,3332433393
2020-07-31,88.8456,103.585,86.7704,103.436,3103173404
2020-08-31,105.301,127.721,105.004,125.829,4175777628
2020-09-30,129.455,134.542,100.539,112.918,3986050448
2020-10-31,114.704,122.261,105.024,106.149,2969255539
2020-11-30,106.395,119.157,104.642,116.29,2174721222
2020-12-31,118.201,135.567,117.235,129.613,2377985690
2021-01-31,130.422,141.714,123.454,128.894,2294144525
2021-02-28,130.647,134.876,115.816,118.616,1875372698
2021-03-31,121.06,125.919,113.676,119.491,2709808692
2021-04-30,120.97,134.097,119.816,128.599,1931995517
2021-05-31,129.169,131.152,119.786,122.104,1747696386
2021-06-30,122.566,134.649,120.655,134.214,1639540960
2021-07-31,133.862,146.986,133.033,142.929,1958488951
2021-08-31,143.42,150.633,141.812,149.007,1491432025
2021-09-30,149.994,154.329,138.629,138.857,1832079212
2021-10-31,139.25,150.318,135.694,147.006,1594789223
2021-11-30,146.209,162.854,144.938,162.459,1721002816
2021-12-31,164.598,178.997,155.088,174.514,2488422000
2022-01-31,174.768,179.793,152.035,171.772,2146191904
2022-02-28,171.023,173.832,149.578,162.489,1656012638
2022-03-31,162.065,176.748,147.707,171.822,2216220352
2022-04-30,171.25,175.646,152.901,155.138,1715222630
2022-05-31,154.21,163.829,130.686,146.682,2437038138
2022-06-30,147.727,149.54,127.169,134.738,1775034704
2022-07-31,134.067,161.257,133.694,160.155,1468659186
2022-08-31,158.677,173.837,155.076,155.156,1530793931
2022-09-30,154.585,162.102,136.188,136.385,2112513294
2022-10-31,136.395,155.432,132.605,151.326,1893240300
2022-11-30,153.043,153.408,132.836,146.328,1745460369
2022-12-31,146.508,149.186,124.423,128.437,1695214922
2023-01-31,128.782,145.538,122.744,142.632,1460437979
2023-02-28,142.315,155.572,139.696,145.938,1321440018
2023-03-31,145.363,163.353,142.462,163.255,1535794734
2023-04-30,162.629,168.153,158.185,167.985,979556285
2023-05-31,167.59,177.805,162.669,175.723,1287235445
2023-06-30,176.169,192.805,175.407,192.298,1309141177
2023-07-31,192.111,196.524,184.992,194.757,1005026549
2023-08-31,194.544,195.037,170.709,186.504,1334260339
2023-09-30,188.107,188.597,166.401,169.965,1347679383
2023-10-31,169.975,181.014,164.464,169.527,1181441848
2023-11-30,169.755,191.779,168.881,188.816,1106962029
2023-12-31,189.195,198.429,186.332,191.382,1069564330
2024-01-31,186.032,195.208,179.094,183.299,1194620185
2024-02-29,182.888,189.911,178.181,179.9,1167677884
2024-03-31,178.707,179.681,167.698,170.674,1439918809
2024-04-30,170.385,177.521,163.304,169.529,1251722581
2024-05-31,168.782,192.354,168.316,191.606,1341821240
2024-06-30,192.254,219.462,191.506,209.914,1729778557
2024-07-31,211.38,236.436,211.21,221.336,1157069142
2024-08-31,223.619,232.408,195.343,228.497,1125729643
2024-09-30,228.048,232.578,213.45,232.488,1235104218
2024-10-31,229.016,236.968,220.844,225.414,932884623
2024-11-30,220.48,237.549,219.228,237.069,892879915
2024-12-31,237.009,259.814,236.9,250.145,979017232
2025-01-31,248.657,248.826,219.139,235.741,1201611291
2025-02-28,229.737,250,225.452,241.84,862567069
2025-03-31,241.79,244.0272,208.42,222.13,1115306052
2025-04-30,219.805,225.19,169.2101,212.5,1607318483
2025-05-31,209.08,214.56,193.25,200.85,1195889556
2025-06-30,200.28,207.39,195.07,205.17,1100504397
2025-07-31,206.665,216.23,206.1401,214.4,731174460
